bgc,ss_nospace,sppsplit,feasible,spp,newfeas,mod,outrange
CWFmm_OR,CWFmm_OR/102,Oy,1,Oy,1,,FALSE
CWFmm_OR,CWFmm_OR/102,Oy,,Oy,3,DVM,FALSE
CWFmm_OR,CWFmm_OR/102,Ps,2,Ps,2,,FALSE
CWFmm_OR,CWFmm_OR/102,Pyc,2,Py,1,DVM,FALSE
CWFmm_OR,CWFmm_OR/102,Qc,,Qc,3,DVM,FALSE
CWFmm_OR,CWFmm_OR/102,Ra,3,Ra,1,DVM,FALSE
CWFmm_OR,CWFmm_OR/103,Bc,2,Bc,2,B2,FALSE
CWFmm_OR,CWFmm_OR/103,Fdc,1,Fd,1,B2,FALSE
CWFmm_OR,CWFmm_OR/103,Gp,,Gp,3,DVM,
CWFmm_OR,CWFmm_OR/103,Oa,1,Oa,1,B2,FALSE
CWFmm_OR,CWFmm_OR/103,Oy,2,Oy,2,B2,FALSE
CWFmm_OR,CWFmm_OR/103,Ps,2,Ps,2,B2,FALSE
CWFmm_OR,CWFmm_OR/103,Pw,3,Pw,5,DVM,FALSE
CWFmm_OR,CWFmm_OR/103,Pyc,2,Py,3,DVM,FALSE
CWFmm_OR,CWFmm_OR/103,Ra,3,Ra,1,DVM,FALSE
CWFmm_OR,CWFmm_OR/110,Bc,1,Bc,1,,FALSE
CWFmm_OR,CWFmm_OR/110,Cw,5,Cw,5,,FALSE
CWFmm_OR,CWFmm_OR/110,Dr,5,Dr,5,,FALSE
CWFmm_OR,CWFmm_OR/110,Fdc,1,Fd,1,,FALSE
CWFmm_OR,CWFmm_OR/110,Hw,2,Hw,2,,FALSE
CWFmm_OR,CWFmm_OR/110,Oa,2,Oa,3,DVM,FALSE
CWFmm_OR,CWFmm_OR/110,Oy,5,Oy,5,,FALSE
CWFmm_OR,CWFmm_OR/111,Bc,1,Bc,1,,FALSE
CWFmm_OR,CWFmm_OR/111,Fdc,1,Fd,1,,FALSE
CWFmm_OR,CWFmm_OR/111,Hw,3,Hw,1,DVM,FALSE
CWFmm_OR,CWFmm_OR/112,Bc,2,Bc,2,,FALSE
CWFmm_OR,CWFmm_OR/112,Cw,3,Cw,5,DVM,FALSE
CWFmm_OR,CWFmm_OR/112,Fdc,1,Fd,1,,FALSE
CWFmm_OR,CWFmm_OR/112,Gp,,Gp,3,DVM,FALSE
CWFmm_OR,CWFmm_OR/112,Hw,3,Hw,2,DVM,FALSE
CWFmm_OR,CWFmm_OR/112,Mb,2,Mb,2,,FALSE
CWFmm_OR,CWFmm_OR/112,Oa,2,Oa,2,,FALSE
CWFmm_OR,CWFmm_OR/112,Ps,,Ps,2,,FALSE
CWFmm_OR,CWFmm_OR/112,Pyc,,Py,3,DVM,FALSE
CWFmm_OR,CWFmm_OR/113,Bc,2,Bc,2,D6,FALSE
CWFmm_OR,CWFmm_OR/113,Cw,3,Cw,3,D6,FALSE
CWFmm_OR,CWFmm_OR/113,Dr,3,Dr,5,D6,FALSE
CWFmm_OR,CWFmm_OR/113,Fdc,1,Fd,1,D6,FALSE
CWFmm_OR,CWFmm_OR/113,Gp,,Gp,3,DVM,
CWFmm_OR,CWFmm_OR/113,Hw,,Hw,2,DVM,
CWFmm_OR,CWFmm_OR/113,Mb,2,Mb,2,D6,FALSE
CWFmm_OR,CWFmm_OR/113,Ps,,Ps,3,DVM,
CWFwm_OR,CWFwm_OR/101,Bc,1,Bc,1,C4,FALSE
CWFwm_OR,CWFwm_OR/101,Bm,3,Bm,3,C4,FALSE
CWFwm_OR,CWFwm_OR/101,Fdc,1,Fd,1,C4,FALSE
CWFwm_OR,CWFwm_OR/101,Oa,2,Oa,2,C4,FALSE
CWFwm_OR,CWFwm_OR/101,Oy,2,Oy,2,C4,FALSE
CWFwm_OR,CWFwm_OR/101,Ps,2,Ps,2,C4,FALSE
CWFwm_OR,CWFwm_OR/101,Pw,2,Pw,2,C4,FALSE
CWFwm_OR,CWFwm_OR/101,Pz,3,Pz,3,C4,FALSE
CWFwm_OR,CWFwm_OR/101,Qc,5,Qc,5,C4,FALSE
CWFwm_OR,CWFwm_OR/101,Ra,5,Ra,5,C4,FALSE
CWFwm_OR,CWFwm_OR/102,Fdc,1,Fd,1,,FALSE
CWFwm_OR,CWFwm_OR/102,Oa,1,Oa,1,,FALSE
CWFwm_OR,CWFwm_OR/102,Ot,3,Ot,3,,FALSE
CWFwm_OR,CWFwm_OR/102,Oy,1,Oy,1,,FALSE
CWFwm_OR,CWFwm_OR/102,Ps,2,Ps,2,,FALSE
CWFwm_OR,CWFwm_OR/102,Pw,5,Pw,5,,FALSE
CWFwm_OR,CWFwm_OR/102,Pyc,2,Py,2,,FALSE
CWFwm_OR,CWFwm_OR/102,Qc,1,Qc,1,,FALSE
CWFwm_OR,CWFwm_OR/102,Ra,1,Ra,1,,FALSE
CWFwm_OR,CWFwm_OR/103,Bc,2,Bc,2,B2,FALSE
CWFwm_OR,CWFwm_OR/103,Fdc,1,Fd,1,B2,FALSE
CWFwm_OR,CWFwm_OR/103,Oa,1,Oa,1,B2,FALSE
CWFwm_OR,CWFwm_OR/103,Oy,2,Oy,2,B2,FALSE
CWFwm_OR,CWFwm_OR/103,Ps,2,Ps,2,B2,FALSE
CWFwm_OR,CWFwm_OR/103,Pyc,2,Py,2,B2,FALSE
CWFwm_OR,CWFwm_OR/103,Pz,3,Pz,3,B2,FALSE
CWFwm_OR,CWFwm_OR/103,Qc,2,Qc,2,B2,FALSE
CWFwm_OR,CWFwm_OR/103,Ra,2,Ra,2,B2,FALSE
CWFwm_OR,CWFwm_OR/110,Bc,3,Bc,3,,FALSE
CWFwm_OR,CWFwm_OR/110,Bm,3,Bm,3,,FALSE
CWFwm_OR,CWFwm_OR/110,Cw,5,Cw,5,,FALSE
CWFwm_OR,CWFwm_OR/110,Fdc,1,Fd,1,,FALSE
CWFwm_OR,CWFwm_OR/110,Hw,5,Hw,5,,FALSE
CWFwm_OR,CWFwm_OR/110,Oa,3,Oa,3,,FALSE
CWFwm_OR,CWFwm_OR/110,Oy,5,Oy,5,,FALSE
CWFwm_OR,CWFwm_OR/111,Bc,2,Bc,2,,FALSE
CWFwm_OR,CWFwm_OR/111,Cw,5,Cw,5,,FALSE
CWFwm_OR,CWFwm_OR/111,Dr,5,Dr,5,,FALSE
CWFwm_OR,CWFwm_OR/111,Fdc,1,Fd,1,,FALSE
CWFwm_OR,CWFwm_OR/111,Hw,3,Hw,3,,FALSE
CWFwm_OR,CWFwm_OR/111,Mb,5,Mb,5,,FALSE
CWFwm_OR,CWFwm_OR/113,Bc,2,Bc,2,D6,FALSE
CWFwm_OR,CWFwm_OR/113,Dr,3,Dr,3,D6,FALSE
CWFwm_OR,CWFwm_OR/113,Fdc,1,Fd,1,D6,FALSE
CWFwm_OR,CWFwm_OR/113,Mb,2,Mb,2,D6,FALSE
CWHdm_OC,CWHdm_OC/101,Cw,,Cw,3,DVM,FALSE
CWHdm_OC,CWHdm_OC/101,Dr,,Dr,2,DVM,FALSE
CWHdm_OC,CWHdm_OC/101,Fdc,,Fd,1,DVM,FALSE
CWHdm_OC,CWHdm_OC/101,Hw,,Hw,1,DVM,FALSE
CWHdm_OC,CWHdm_OC/101,Mb,,Mb,3,DVM,FALSE
CWHdm_OC,CWHdm_OC/101,Ss,,Ss,2,DVM,FALSE
CWHdm_OC,CWHdm_OC/102,Fdc,,Fd,1,DVM,FALSE
CWHdm_OC,CWHdm_OC/102,Hw,,Hw,3,DVM,FALSE
CWHdm_OC,CWHdm_OC/103,Dr,,Dr,3,DVM,FALSE
CWHdm_OC,CWHdm_OC/103,Fdc,,Fd,1,DVM,FALSE
CWHdm_OC,CWHdm_OC/103,Hw,,Hw,2,DVM,FALSE
CWHdm_OC,CWHdm_OC/110,Cw,,Cw,2,DVM,FALSE
CWHdm_OC,CWHdm_OC/110,Dr,,Dr,2,DVM,FALSE
CWHdm_OC,CWHdm_OC/110,Fdc,,Fd,2,DVM,FALSE
CWHdm_OC,CWHdm_OC/110,Hw,,Hw,1,DVM,FALSE
CWHdm_OC,CWHdm_OC/110,Mb,,Mb,3,DVM,FALSE
CWHdm_OC,CWHdm_OC/110,Ss,,Oa,2,DVM,FALSE
CWHdm_OC,CWHdm_OC/111,Cw,,Cw,2,DVM,FALSE
CWHdm_OC,CWHdm_OC/111,Dr,,Dr,1,DVM,FALSE
CWHdm_OC,CWHdm_OC/111,Fdc,,Fd,2,DVM,FALSE
CWHdm_OC,CWHdm_OC/111,Hw,,Hw,1,DVM,FALSE
CWHdm_OC,CWHdm_OC/111,Mb,,Mb,3,DVM,FALSE
CWHdm_OC,CWHdm_OC/111,Ss,,Ss,2,DVM,FALSE
CWHdm_OC,CWHdm_OC/112,Cw,,Cw,1,DVM,FALSE
CWHdm_OC,CWHdm_OC/112,Dr,,Dr,2,DVM,FALSE
CWHdm_OC,CWHdm_OC/112,Fdc,,Fd,1,DVM,FALSE
CWHdm_OC,CWHdm_OC/112,Hw,,Hw,2,DVM,FALSE
CWHdm_OC,CWHdm_OC/112,Mb,,Mb,2,DVM,FALSE
CWHdm_OC,CWHdm_OC/112,Ss,,Ss,1,DVM,FALSE
CWHdm_OC,CWHdm_OC/113,Cw,,Cw,1,DVM,FALSE
CWHdm_OC,CWHdm_OC/113,Dr,,Dr,2,DVM,FALSE
CWHdm_OC,CWHdm_OC/113,Fdc,,Fd,1,DVM,FALSE
CWHdm_OC,CWHdm_OC/113,Hw,,Hw,2,DVM,FALSE
CWHdm_OC,CWHdm_OC/113,Mb,,Mb,2,DVM,FALSE
CWHdm_OC,CWHdm_OC/113,Ss,,Ss,1,DVM,FALSE
CWHdm_OR,CWHdm_OR/101,Bg,3,Bg,5,DVM,FALSE
CWHdm_OR,CWHdm_OR/101,Cw,3,Cw,2,DVM,FALSE
CWHdm_OR,CWHdm_OR/101,Dr,2,Dr,2,C4,FALSE
CWHdm_OR,CWHdm_OR/101,Fdc,1,Fd,1,C4,FALSE
CWHdm_OR,CWHdm_OR/101,Gp,,Gp,3,DVM,FALSE
CWHdm_OR,CWHdm_OR/101,Hw,1,Hw,1,C4,FALSE
CWHdm_OR,CWHdm_OR/101,Mb,2,Mb,2,C4,FALSE
CWHdm_OR,CWHdm_OR/101,Oa,2,Oa,3,DVM,FALSE
CWHdm_OR,CWHdm_OR/101,Oy,3,Oy,2,DVM,FALSE
CWHdm_OR,CWHdm_OR/102,Bg,5,Bg,5,,FALSE
CWHdm_OR,CWHdm_OR/102,Dr,5,Dr,5,,FALSE
CWHdm_OR,CWHdm_OR/102,Fdc,1,Fd,2,WHM,FALSE
CWHdm_OR,CWHdm_OR/102,Hw,3,Hw,3,,FALSE
CWHdm_OR,CWHdm_OR/102,Oy,3,Oy,3,,FALSE
CWHdm_OR,CWHdm_OR/102,Qg,5,Qg,5,,FALSE
CWHdm_OR,CWHdm_OR/102,Ra,3,Ra,3,,FALSE
CWHdm_OR,CWHdm_OR/103,Dr,3,Dr,5,DVM,FALSE
CWHdm_OR,CWHdm_OR/103,Fdc,1,Fd,1,B2,FALSE
CWHdm_OR,CWHdm_OR/103,Gp,,Gp,3,DVM,FALSE
CWHdm_OR,CWHdm_OR/103,Hw,2,Hw,2,B2,FALSE
CWHdm_OR,CWHdm_OR/103,Oa,,Oa,3,DVM,FALSE
CWHdm_OR,CWHdm_OR/103,Oy,3,Oy,2,DVM,FALSE
CWHdm_OR,CWHdm_OR/103,Ra,3,Ra,3,B2,FALSE
CWHdm_OR,CWHdm_OR/110,Bg,3,Bg,3,,FALSE
CWHdm_OR,CWHdm_OR/110,Cw,1,Cw,2,DVM,FALSE
CWHdm_OR,CWHdm_OR/110,Dr,2,Dr,2,,FALSE
CWHdm_OR,CWHdm_OR/110,Fdc,2,Fd,1,DVM,FALSE
CWHdm_OR,CWHdm_OR/110,Hw,1,Hw,1,,FALSE
CWHdm_OR,CWHdm_OR/110,Mb,2,Mb,2,,FALSE
CWHdm_OR,CWHdm_OR/110,Oa,2,Oa,3,DVM,FALSE
CWHdm_OR,CWHdm_OR/111,Bg,3,Bg,3,,FALSE
CWHdm_OR,CWHdm_OR/111,Cw,1,Cw,2,DVM,FALSE
CWHdm_OR,CWHdm_OR/111,Dr,2,Dr,2,,FALSE
CWHdm_OR,CWHdm_OR/111,Fdc,2,Fd,2,,FALSE
CWHdm_OR,CWHdm_OR/111,Hw,1,Hw,1,,FALSE
CWHdm_OR,CWHdm_OR/111,Mb,2,Mb,2,,FALSE
CWHdm_OR,CWHdm_OR/111,Ss,5,Ss,5,,FALSE
CWHdm_OR,CWHdm_OR/112,Bg,3,Bg,3,,FALSE
CWHdm_OR,CWHdm_OR/112,Cw,1,Cw,1,,FALSE
CWHdm_OR,CWHdm_OR/112,Dr,2,Dr,2,,FALSE
CWHdm_OR,CWHdm_OR/112,Fdc,1,Fd,1,,FALSE
CWHdm_OR,CWHdm_OR/112,Hw,2,Hw,2,,FALSE
CWHdm_OR,CWHdm_OR/112,Mb,2,Mb,2,,FALSE
CWHdm_OR,CWHdm_OR/112,Oa,3,Oa,5,DVM,FALSE
CWHdm_OR,CWHdm_OR/113,Act,2,Ac,2,D6,FALSE
CWHdm_OR,CWHdm_OR/113,Bg,2,Bg,2,D6,FALSE
CWHdm_OR,CWHdm_OR/113,Cw,1,Cw,1,D6,FALSE
CWHdm_OR,CWHdm_OR/113,Dr,2,Dr,2,D6,FALSE
CWHdm_OR,CWHdm_OR/113,Fdc,2,Fd,2,D6,FALSE
CWHdm_OR,CWHdm_OR/113,Hw,2,Hw,2,D6,FALSE
CWHdm_OR,CWHdm_OR/113,Mb,2,Mb,2,D6,FALSE
CWHdm_OR,CWHdm_OR/113,Ss,3,Ss,3,D6,FALSE
CWHdm_WA,CWHdm_WA/101,Bg,3,Bg,5,DVM,FALSE
CWHdm_WA,CWHdm_WA/101,Cw,2,Cw,2,C4,FALSE
CWHdm_WA,CWHdm_WA/101,Dr,2,Dr,2,C4,FALSE
CWHdm_WA,CWHdm_WA/101,Fdc,1,Fd,1,C4,FALSE
CWHdm_WA,CWHdm_WA/101,Hw,1,Hw,1,C4,FALSE
CWHdm_WA,CWHdm_WA/101,Mb,2,Mb,2,C4,FALSE
CWHdm_WA,CWHdm_WA/102,Bg,5,Bg,5,,FALSE
CWHdm_WA,CWHdm_WA/102,Cw,5,Cw,5,,FALSE
CWHdm_WA,CWHdm_WA/102,Dr,5,Dr,5,,FALSE
CWHdm_WA,CWHdm_WA/102,Fdc,1,Fd,2,WHM,FALSE
CWHdm_WA,CWHdm_WA/102,Hw,3,Hw,3,,FALSE
CWHdm_WA,CWHdm_WA/102,Plc,3,Pl,3,,FALSE
CWHdm_WA,CWHdm_WA/102,Ra,3,Ra,3,,FALSE
CWHdm_WA,CWHdm_WA/103,Cw,3,Cw,3,B2,FALSE
CWHdm_WA,CWHdm_WA/103,Dr,3,Dr,3,B2,FALSE
CWHdm_WA,CWHdm_WA/103,Fdc,1,Fd,1,B2,FALSE
CWHdm_WA,CWHdm_WA/103,Hw,2,Hw,2,B2,FALSE
CWHdm_WA,CWHdm_WA/110,Cw,1,Cw,1,,FALSE
CWHdm_WA,CWHdm_WA/110,Dr,2,Dr,2,,FALSE
CWHdm_WA,CWHdm_WA/110,Fdc,2,Fd,2,,FALSE
CWHdm_WA,CWHdm_WA/110,Hw,1,Hw,1,,FALSE
CWHdm_WA,CWHdm_WA/110,Mb,2,Mb,2,,FALSE
CWHdm_WA,CWHdm_WA/111,Act,5,Ac,5,,FALSE
CWHdm_WA,CWHdm_WA/111,Cw,1,Cw,1,,FALSE
CWHdm_WA,CWHdm_WA/111,Dr,2,Dr,2,,FALSE
CWHdm_WA,CWHdm_WA/111,Fdc,2,Fd,2,,FALSE
CWHdm_WA,CWHdm_WA/111,Hw,1,Hw,1,,FALSE
CWHdm_WA,CWHdm_WA/111,Mb,2,Mb,2,,FALSE
CWHdm_WA,CWHdm_WA/111,Ss,5,Ss,5,,FALSE
CWHdm_WA,CWHdm_WA/112,Act,2,Ac,2,,FALSE
CWHdm_WA,CWHdm_WA/112,Bg,3,Bg,3,,FALSE
CWHdm_WA,CWHdm_WA/112,Cw,1,Cw,1,,FALSE
CWHdm_WA,CWHdm_WA/112,Dr,2,Dr,2,,FALSE
CWHdm_WA,CWHdm_WA/112,Fdc,1,Fd,1,,FALSE
CWHdm_WA,CWHdm_WA/112,Hw,3,Hw,3,,FALSE
CWHdm_WA,CWHdm_WA/112,Mb,2,Mb,2,,FALSE
CWHdm_WA,CWHdm_WA/113,Act,2,Ac,2,D6,FALSE
CWHdm_WA,CWHdm_WA/113,Bg,2,Bg,2,D6,FALSE
CWHdm_WA,CWHdm_WA/113,Cw,1,Cw,1,D6,FALSE
CWHdm_WA,CWHdm_WA/113,Dr,2,Dr,2,D6,FALSE
CWHdm_WA,CWHdm_WA/113,Fdc,2,Fd,2,D6,FALSE
CWHdm_WA,CWHdm_WA/113,Hw,3,Hw,3,D6,FALSE
CWHdm_WA,CWHdm_WA/113,Mb,2,Mb,2,D6,FALSE
CWHdm_WA,CWHdm_WA/113,Ss,2,Ss,2,D6,FALSE
CWHdm_WC,CWHdm_WC/101,Cw,,Cw,2,DVM,FALSE
CWHdm_WC,CWHdm_WC/101,Dr,,Dr,2,DVM,FALSE
CWHdm_WC,CWHdm_WC/101,Fdc,,Fd,1,DVM,FALSE
CWHdm_WC,CWHdm_WC/101,Hw,,Hw,1,DVM,FALSE
CWHdm_WC,CWHdm_WC/101,Ss,,Ss,2,DVM,FALSE
CWHdm_WC,CWHdm_WC/102,Fdc,,Fd,1,DVM,FALSE
CWHdm_WC,CWHdm_WC/102,Hw,,Hw,2,DVM,FALSE
CWHdm_WC,CWHdm_WC/103,Cw,,Cw,3,DVM,FALSE
CWHdm_WC,CWHdm_WC/103,Dr,,Dr,3,DVM,FALSE
CWHdm_WC,CWHdm_WC/103,Fdc,,Fd,1,DVM,FALSE
CWHdm_WC,CWHdm_WC/103,Hw,,Hw,1,DVM,FALSE
CWHdm_WC,CWHdm_WC/110,Cw,,Cw,2,DVM,FALSE
CWHdm_WC,CWHdm_WC/110,Dr,,Dr,2,DVM,FALSE
CWHdm_WC,CWHdm_WC/110,Fdc,,Fd,2,DVM,FALSE
CWHdm_WC,CWHdm_WC/110,Hw,,Hw,1,DVM,FALSE
CWHdm_WC,CWHdm_WC/110,Mb,,Mb,3,DVM,FALSE
CWHdm_WC,CWHdm_WC/110,Ss,,Ss,2,DVM,FALSE
CWHdm_WC,CWHdm_WC/111,Cw,,Cw,1,DVM,FALSE
CWHdm_WC,CWHdm_WC/111,Dr,,Dr,2,DVM,FALSE
CWHdm_WC,CWHdm_WC/111,Fdc,,Fd,3,DVM,FALSE
CWHdm_WC,CWHdm_WC/111,Hw,,Hw,1,DVM,FALSE
CWHdm_WC,CWHdm_WC/111,Mb,,Mb,2,DVM,FALSE
CWHdm_WC,CWHdm_WC/111,Ss,,Ss,2,DVM,FALSE
CWHdm_WC,CWHdm_WC/112,Act,,Ac,3,DVM,FALSE
CWHdm_WC,CWHdm_WC/112,Cw,,Cw,1,DVM,FALSE
CWHdm_WC,CWHdm_WC/112,Dr,,Dr,2,DVM,FALSE
CWHdm_WC,CWHdm_WC/112,Fdc,,Fd,1,DVM,FALSE
CWHdm_WC,CWHdm_WC/112,Hw,,Hw,2,DVM,FALSE
CWHdm_WC,CWHdm_WC/112,Mb,,Mb,2,DVM,FALSE
CWHdm_WC,CWHdm_WC/112,Ss,,Ss,2,DVM,FALSE
CWHdm_WC,CWHdm_WC/113,Act,,Ac,3,DVM,FALSE
CWHdm_WC,CWHdm_WC/113,Cw,,Cw,1,DVM,FALSE
CWHdm_WC,CWHdm_WC/113,Dr,,Dr,2,DVM,FALSE
CWHdm_WC,CWHdm_WC/113,Fdc,,Fd,2,DVM,FALSE
CWHdm_WC,CWHdm_WC/113,Hw,,Hw,1,DVM,FALSE
CWHdm_WC,CWHdm_WC/113,Mb,,Mb,2,DVM,FALSE
CWHdm_WC,CWHdm_WC/113,Ss,,Ss,2,DVM,FALSE
CWHdm1,CWHdm1/101,Fdc,1,Fd,1,DVM,FALSE
CWHdm1,CWHdm1/101,Cw,2,Cw,2,DVM,FALSE
CWHdm1,CWHdm1/101,Dr,2,Dr,2,DVM,FALSE
CWHdm1,CWHdm1/101,Hw,2,Hw,2,DVM,FALSE
CWHdm1,CWHdm1/101,Mb,2,Mb,2,DVM,FALSE
CWHdm1,CWHdm1/101,Act,,Ac,3,DVM,FALSE
CWHdm1,CWHdm1/101,Bg,3,Bg,3,DVM,FALSE
CWHdm1,CWHdm1/101,Pw,3,Pw,3,DVM,FALSE
CWHdm1,CWHdm1/101,,,Pl,3,DVM,FALSE
CWHdm1,CWHdm1/101,,,Kc,3,DVM,FALSE
CWHdm1,CWHdm1/101,,,Gp,3,DVM,FALSE
CWHdm1,CWHdm1/101,Ep,3,Ep,5,DVM,FALSE
CWHdm1,CWHdm1/101,Ra,2,Ra,5,DVM,FALSE
CWHdm1,CWHdm1/101a,Fdc,1,Fd,1,DVM,FALSE
CWHdm1,CWHdm1/101a,Cw,2,Cw,2,DVM,FALSE
CWHdm1,CWHdm1/101a,Dr,2,Dr,2,DVM,FALSE
CWHdm1,CWHdm1/101a,Hw,2,Hw,2,DVM,FALSE
CWHdm1,CWHdm1/101a,Mb,2,Mb,2,DVM,FALSE
CWHdm1,CWHdm1/101a,Act,,Ac,3,DVM,FALSE
CWHdm1,CWHdm1/101a,Bg,3,Bg,3,DVM,FALSE
CWHdm1,CWHdm1/101a,Pw,3,Pw,3,DVM,FALSE
CWHdm1,CWHdm1/101a,,,Pl,3,DVM,FALSE
CWHdm1,CWHdm1/101a,,,Kc,3,DVM,FALSE
CWHdm1,CWHdm1/101a,,,Gp,3,DVM,FALSE
CWHdm1,CWHdm1/101a,Ep,3,Ep,5,DVM,FALSE
CWHdm1,CWHdm1/101a,Ra,2,Ra,5,DVM,FALSE
CWHdm1,CWHdm1/101b,Fdc,1,Fd,1,DVM,FALSE
CWHdm1,CWHdm1/101b,Cw,2,Cw,2,DVM,FALSE
CWHdm1,CWHdm1/101b,Dr,2,Dr,2,DVM,FALSE
CWHdm1,CWHdm1/101b,Hw,2,Hw,2,DVM,FALSE
CWHdm1,CWHdm1/101b,Mb,2,Mb,2,DVM,FALSE
CWHdm1,CWHdm1/101b,,,Pl,2,DVM,FALSE
CWHdm1,CWHdm1/101b,Act,,Ac,3,DVM,FALSE
CWHdm1,CWHdm1/101b,Bg,3,Bg,3,DVM,FALSE
CWHdm1,CWHdm1/101b,Pw,3,Pw,3,DVM,FALSE
CWHdm1,CWHdm1/101b,,,Kc,3,DVM,FALSE
CWHdm1,CWHdm1/101b,,,Gp,3,DVM,FALSE
CWHdm1,CWHdm1/101b,Ep,3,Ep,5,DVM,FALSE
CWHdm1,CWHdm1/101b,Ra,2,Ra,5,DVM,FALSE
CWHdm1,CWHdm1/102,Fdc,2,Fd,2,DVM,FALSE
CWHdm1,CWHdm1/102,Ra,2,Ra,2,DVM,FALSE
CWHdm1,CWHdm1/102,Plc,2,Pl,3,DVM,FALSE
CWHdm1,CWHdm1/102,Qg,3,Qg,3,DVM,FALSE
CWHdm1,CWHdm1/103,Fdc,1,Fd,1,DVM,FALSE
CWHdm1,CWHdm1/103,Mb,2,Mb,2,DVM,FALSE
CWHdm1,CWHdm1/103,Plc,2,Pl,2,DVM,FALSE
CWHdm1,CWHdm1/103,Cw,3,Cw,3,DVM,FALSE
CWHdm1,CWHdm1/103,Dr,3,Dr,3,DVM,FALSE
CWHdm1,CWHdm1/103,Hw,2,Hw,3,DVM,FALSE
CWHdm1,CWHdm1/103,Lw,3,Lw,3,,FALSE
CWHdm1,CWHdm1/103,Pw,,Pw,3,DVM,FALSE
CWHdm1,CWHdm1/103,Ra,2,Ra,3,DVM,FALSE
CWHdm1,CWHdm1/103,,,Bg,3,DVM,FALSE
CWHdm1,CWHdm1/103,,,Tw,3,DVM,FALSE
CWHdm1,CWHdm1/103,,,Gp,3,DVM,FALSE
CWHdm1,CWHdm1/103,,,Kc,3,DVM,FALSE
CWHdm1,CWHdm1/103,Act,3,Ac,4,DVM,FALSE
CWHdm1,CWHdm1/103,Ep,3,Ep,5,DVM,FALSE
CWHdm1,CWHdm1/104,Fdc,1,Fd,1,DVM,FALSE
CWHdm1,CWHdm1/104,Cw,3,Cw,2,DVM,FALSE
CWHdm1,CWHdm1/104,Mb,2,Mb,2,DVM,FALSE
CWHdm1,CWHdm1/104,Dr,3,Dr,3,DVM,FALSE
CWHdm1,CWHdm1/104,Hw,,Hw,3,DVM,FALSE
CWHdm1,CWHdm1/104,Lw,3,Lw,3,,FALSE
CWHdm1,CWHdm1/104,Pw,3,Pw,3,,FALSE
CWHdm1,CWHdm1/104,,,Bg,3,DVM,FALSE
CWHdm1,CWHdm1/104,,,Kc,3,DVM,FALSE
CWHdm1,CWHdm1/104,,,Ra,3,DVM,FALSE
CWHdm1,CWHdm1/104,Act,3,Ac,4,DVM,FALSE
CWHdm1,CWHdm1/104,Ep,3,Ep,5,DVM,FALSE
CWHdm1,CWHdm1/110,Fdc,1,Fd,1,DVM,FALSE
CWHdm1,CWHdm1/110,Act,2,Ac,2,DVM,FALSE
CWHdm1,CWHdm1/110,Bg,2,Bg,2,DVM,FALSE
CWHdm1,CWHdm1/110,Cw,2,Cw,2,DVM,FALSE
CWHdm1,CWHdm1/110,Dr,2,Dr,2,DVM,FALSE
CWHdm1,CWHdm1/110,Hw,2,Hw,2,DVM,FALSE
CWHdm1,CWHdm1/110,Mb,2,Mb,2,DVM,FALSE
CWHdm1,CWHdm1/110,Pw,2,Pw,2,DVM,FALSE
CWHdm1,CWHdm1/110,,,Vb,3,DVM,FALSE
CWHdm1,CWHdm1/110,Ep,3,Ep,5,DVM,FALSE
CWHdm1,CWHdm1/111,Cw,1,Cw,1,DVM,FALSE
CWHdm1,CWHdm1/111,Fdc,1,Fd,1,DVM,FALSE
CWHdm1,CWHdm1/111,Hw,1,Hw,1,DVM,FALSE
CWHdm1,CWHdm1/111,Dr,2,Dr,2,DVM,FALSE
CWHdm1,CWHdm1/111,Mb,2,Mb,2,DVM,FALSE
CWHdm1,CWHdm1/111,Act,3,Ac,3,DVM,FALSE
CWHdm1,CWHdm1/111,Bg,3,Bg,3,DVM,FALSE
CWHdm1,CWHdm1/111,,,Kc,3,DVM,FALSE
CWHdm1,CWHdm1/111,Ep,3,Ep,5,DVM,FALSE
CWHdm1,CWHdm1/112,,,Ss,3,DVM,FALSE
CWHdm1,CWHdm1/112,Act,2,Ac,1,DVM,FALSE
CWHdm1,CWHdm1/112,Bg,1,Bg,1,DVM,FALSE
CWHdm1,CWHdm1/112,Cw,1,Cw,1,DVM,FALSE
CWHdm1,CWHdm1/112,Fdc,1,Fd,1,DVM,FALSE
CWHdm1,CWHdm1/112,Hw,2,Hw,1,DVM,FALSE
CWHdm1,CWHdm1/112,Mb,2,Mb,1,DVM,FALSE
CWHdm1,CWHdm1/112,Dr,2,Dr,2,DVM,FALSE
CWHdm1,CWHdm1/112,Pw,2,Pw,2,DVM,FALSE
CWHdm1,CWHdm1/112,,,Gp,3,DVM,FALSE
CWHdm1,CWHdm1/112,,,Kc,3,DVM,FALSE
CWHdm1,CWHdm1/112,,,Up,3,DVM,FALSE
CWHdm1,CWHdm1/112,Ep,3,Ep,5,DVM,FALSE
CWHdm1,CWHdm1/112a,,,Ss,3,DVM,FALSE
CWHdm1,CWHdm1/112a,Act,2,Ac,1,DVM,FALSE
CWHdm1,CWHdm1/112a,Bg,1,Bg,1,DVM,FALSE
CWHdm1,CWHdm1/112a,Cw,1,Cw,1,DVM,FALSE
CWHdm1,CWHdm1/112a,Fdc,1,Fd,1,DVM,FALSE
